Price,Close,High,Low,Open,Volume,MA_5,MA_10,MA_15,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded
Ticker,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,
2023-01-10,235.18856811523438,235.84093052785246,232.4909279340559,233.20500757591128,2849300,,,,,,,-1.3401357497683062,,-0.008433915624466937,0.002773784533177004,-0.011470116097891059,Financial Services,8
2023-01-11,235.29432678222656,236.9428814927798,232.57906494786093,235.2061631653703,1445245,,,,,,,-1.33939234544577,0.0004496760528784263,-0.00037469503860099174,0.007006351292434765,-0.011539852539150686,Financial Services,8
2023-01-12,231.4418487548828,236.66082890473007,230.12829946118714,236.52857000894505,2259350,,,,,,,-1.3664723843631899,-0.01637301706347284,0.021978398813472744,0.022549855084222914,-0.005675504671097009,Financial Services,8
2023-01-13,226.24932861328125,231.50355238309947,223.4987822738955,230.97459754232673,4597480,,,,,,,-1.4029719170058224,-0.022435528274322145,0.02088522851319574,0.023223157399061556,-0.012157146968100552,Financial Services,8
2023-01-16,224.39797973632812,229.484713986198,223.74561736499854,227.2719335376201,2549280,230.51441040039063,,,,,,-1.4159855148204683,-0.008182781749233653,0.012807396058863496,0.022668360276000943,-0.0029071668652994598,Financial Services,8
2023-01-17,224.2128448486328,225.79969579844303,222.6700757075161,225.2883764117331,3167635,228.31926574707032,,,,,,-1.417286874601933,-0.0008250292088763432,0.004796922155938077,0.007077431049418603,-0.0068808240765966255,Financial Services,8
2023-01-18,226.3903350830078,227.75680385789113,221.4799284239587,225.33245241290513,2375830,226.53846740722656,,,,,,-1.4019807469950654,0.009711710476913285,-0.004672826115632578,0.006035897134841317,-0.02169000128582632,Financial Services,8
2023-01-19,228.29457092285156,228.74418655635384,224.32746357209177,226.39034970913335,2489795,225.9090118408203,,,,,,-1.3885953933902144,0.008411294762850838,-0.008341070950661056,0.0019694539019687873,-0.017377142762192155,Financial Services,8
2023-01-20,225.2090301513672,228.15349848214152,223.2871736581245,228.15349848214152,1984570,225.7009521484375,,,,,,-1.4102844370602947,-0.01351561168980704,0.013074379516644141,0.013074379516644141,-0.008533656452190175,Financial Services,8
2023-01-23,226.49615478515625,228.67366431950498,224.7858693798,226.05536359928612,1269830,226.12058715820314,228.31749877929687,,,,,-1.4012369136410345,0.005715244335113748,-0.0019461309896772194,0.009613891840301703,-0.007551057133744932,Financial Services,8
2023-01-24,223.09323120117188,227.94193421011877,222.68771084620332,227.07797380680782,1061495,225.89666442871095,227.10796508789062,,,,,-1.4251569210838388,-0.015024200243983085,0.01786133350698904,0.02173397634182206,-0.001817716982201456,Financial Services,8
2023-01-25,221.13612365722656,224.03653725571488,216.86926811464167,223.66627426584228,2130930,224.8458221435547,225.69214477539063,,,,,-1.438913923221021,-0.008772599389985581,0.011441597902555278,0.01311596473032206,-0.01929515391704506,Financial Services,8
2023-01-27,218.8175811767578,226.3903575807726,216.87808906652685,221.2771902410884,2410525,222.95042419433594,224.42971801757812,,,,,-1.4552115426122667,-0.010484684465495204,0.011240454496861174,0.0346077146237056,-0.008863511331222762,Financial Services,8
2023-01-30,219.31124877929688,223.02270300410817,216.41083526444592,218.45611280881687,5905675,221.77086791992187,223.73591003417968,,,,,-1.4517414286248174,0.0022560691873304488,-0.0038991888251959095,0.016923227811931785,-0.01322510145282052,Financial Services,8
2023-01-31,226.8488006591797,228.40036746409368,217.46875055311483,219.9724549143276,6053500,221.84139709472657,223.98099212646486,226.15879821777344,,,,-1.3987580769222157,0.03436919867009741,-0.03031246241933272,0.006839651787470036,-0.0413493484594506,Financial Services,8
2023-02-01,228.74417114257812,241.00698473686717,225.36770916162655,234.14827519862348,7936630,222.97158508300782,224.4341247558594,225.7291717529297,,,,-1.385435040141978,0.008355214918001988,0.023625100604976357,0.05360929431791095,-0.014760865660909062,Financial Services,8
2023-02-02,222.95217895507812,229.14090449312627,220.92455023863636,227.9595604263195,2552580,223.3347961425781,224.0903091430664,224.90636189778647,,,,-1.426148412868217,-0.025320829634997797,0.02245944172741332,0.027758085016496237,-0.009094455707698179,Financial Services,8
2023-02-03,225.517578125,226.42560686662702,220.3955868391586,224.1335008346272,2600590,224.67479553222657,223.81260986328124,224.51141052246095,,,,-1.408115575596436,0.011506499653626477,-0.00613733661863658,0.00402642112945939,-0.022712159861003722,Financial Services,8
2023-02-06,228.09182739257812,228.78825812811556,222.15876806794947,222.15876806794947,2088355,226.4309112548828,224.10088958740235,224.63424377441407,,,,-1.3900205287579157,0.01141484973801585,-0.026011713757797317,0.003053291051672735,-0.026011713757797317,Financial Services,8
2023-02-07,227.67747497558594,229.74037452455812,225.50877639331392,228.13588812966,1940780,226.59664611816407,224.21902160644532,224.85287679036458,226.26826019287108,,,-1.3929331163179315,-0.0018166035220500412,0.002013432176912744,0.009060622045256705,-0.009525310233278739,Financial Services,8
2023-02-08,230.56024169921875,231.11564291028793,227.45708136748314,228.82352331236797,1715770,226.9598602294922,224.96572265625,225.27603658040366,226.0368438720703,,,-1.3726694225313,0.012661624624666688,-0.0075326013455365715,0.002408920145884119,-0.01345921703093933,Financial Services,8
2023-02-09,231.864990234375,232.28813255811613,228.95575223985887,230.7101194695662,1437655,228.74242248535157,226.03860931396486,225.6410135904948,225.86537704467773,,,-1.3634980162679295,0.005659035250571873,-0.004980789741657166,0.0018249513361781045,-0.012547120596237527,Financial Services,8
2023-02-10,225.438232421875,232.7377329707153,223.51637596524597,232.7377329707153,3358630,228.72655334472657,226.70067443847657,225.45059102376302,225.56519622802733,,,-1.4086733165396172,-0.02771767227990595,0.03237915978324546,0.03237915978324546,-0.00852498015080494,Financial Services,8
2023-02-13,221.4711151123047,226.513767140954,220.92453836960706,225.43823561689305,1789390,227.40241088867188,226.91666107177736,225.2013966878255,225.3262855529785,,,-1.4365591838620602,-0.017597358118681603,0.017912586490462568,0.022768892575866007,-0.002467936924507974,Financial Services,8
2023-02-14,223.95718383789062,224.71534522933842,220.37796149636256,222.51138926023202,1050085,226.65835266113282,226.62749938964845,225.03213195800782,225.30424575805665,226.34627868652345,,-1.4190839802755866,0.011225250409405712,-0.00645567403948577,0.003385296146590999,-0.015981725971866312,Financial Services,8
2023-02-15,224.39797973632812,225.31483297175131,221.62981151916964,223.12851237108677,1236070,225.4259002685547,226.19288024902343,225.1191151936849,225.3135025024414,225.91465515136719,,-1.4159855148204683,0.0019682150439816483,-0.005657213878364709,0.004085835516436154,-0.012335976555631789,Financial Services,8
2023-02-16,221.92955017089844,226.09060657227755,219.75204064571057,226.03771378249638,3304915,223.43881225585938,226.09061737060546,225.17201029459636,225.09046325683593,225.38006408691408,,-1.4333367283049578,-0.011000230787862435,0.018511115840294412,0.0187494472825942,-0.009811715129918741,Financial Services,8
2023-02-17,217.59217834472656,222.38797538754156,216.9574379291416,220.3779685554826,2077315,221.86960144042968,225.29807739257814,225.09031677246094,224.5553436279297,224.82607727050782,,-1.4638252079324563,-0.019543913024794808,0.012802804916739907,0.022040300709785354,-0.0029171104421747973,Financial Services,8
2023-02-20,218.1387481689453,221.94717708890445,217.60979335556337,221.94717708890445,2309105,221.2031280517578,224.30276947021486,225.01215006510418,224.2018295288086,224.50165405273438,,-1.459983230896928,0.002511900144465815,0.017458745646644847,0.017458745646644847,-0.0024248549046054224,Financial Services,8
2023-02-21,214.21571350097656,220.86283891793926,213.51925586775482,219.86664649537445,2163550,219.254833984375,222.95659332275392,224.1699442545573,223.58780746459962,224.0943634033203,225.16437123616535,-1.4875592302222844,-0.017984125703932326,0.026379638085569868,0.031030055210830243,-0.003251197691520269,Financial Services,8
2023-02-22,212.99911499023438,215.33530286844638,210.7158199014341,213.5192453552885,3253235,216.97506103515624,221.20048065185546,223.12027384440105,223.08310165405274,223.64581420898438,224.42472279866536,-1.4961110077493556,-0.005679314980488774,0.0024419367426853356,0.010968063779603465,-0.010719739792838912,Financial Services,8
2023-02-23,211.63265991210938,214.26859602018868,210.71582017340486,213.33412086769775,1641205,214.91568298339843,219.1772476196289,222.36563924153646,222.60792846679686,223.05550720214845,223.63600056966146,-1.5057161648539232,-0.00641530871237493,0.008039689886688572,0.012455242537583677,-0.00433222234736963,Financial Services,8
2023-02-24,214.8328094482422,215.4587253965805,211.73844672681173,212.07345233131244,2464105,214.36380920410156,218.11670532226563,221.6533213297526,222.4086898803711,222.51703674316406,223.08236592610677,-1.4832215072945674,0.015121246113250329,-0.01284420719543089,0.002913502597419182,-0.014403585417784859,Financial Services,8
2023-02-27,212.09109497070312,215.21189074146753,210.16923834767206,214.83281676714827,1437525,213.15427856445314,217.17870330810547,220.58660583496095,222.0476821899414,221.9923193359375,222.6104248046875,-1.502493709296821,-0.012762084546492886,0.01292709529753644,0.01471441208408808,-0.00906146777777983,Financial Services,8
2023-02-28,212.17044067382812,213.81018452289257,209.81661721260144,212.46136448839056,13260610,212.74522399902344,216.00002899169922,219.55280354817708,221.31376419067382,221.41929077148438,222.20284016927084,-1.5019359683536397,0.0003741114313920643,0.0013711797630173717,0.0077284274089115534,-0.011094021644821095,Financial Services,8
2023-03-01,215.3970184326172,217.12491231553523,212.46134757595217,212.81397513723527,2913235,213.2248046875,215.0999328613281,218.54192199707032,220.6464065551758,221.1114422607422,221.908979288737,-1.4792555401570553,0.015207480120896363,-0.011992010447396062,0.008021902510496393,-0.013629115565419903,Financial Services,8
2023-03-02,213.2724151611328,215.97005518530605,210.34556855287718,215.63506301655175,2720640,213.5527557373047,214.23421936035157,217.3024169921875,220.16241836547852,220.79689392089844,221.47171529134116,-1.4941899119737179,-0.009863661470082124,0.011078075210213756,0.012648799527754662,-0.013723512279092964,Financial Services,8
2023-03-03,214.55950927734375,216.69293687683364,213.40463859081495,214.3391136974145,1836725,213.498095703125,213.9309524536133,216.5771687825521,219.6145149230957,220.6265710449219,221.01387990315754,-1.485142603070205,0.006034976981146412,-0.0010272002423550308,0.009943290822557627,-0.005382519238688155,Financial Services,8
2023-03-06,219.84017944335938,220.2280778175355,215.10608667643413,215.10608667643413,3145920,215.04791259765625,214.1010955810547,216.46843973795572,219.20193252563476,220.64772827148437,220.8349182128906,-1.4480234416912734,0.02461168085162671,-0.021534247192265266,0.0017644562297860489,-0.021534247192265266,Financial Services,8
2023-03-08,224.0012664794922,228.31221728487785,215.30005258574903,219.51401533817895,51702925,217.41407775878906,215.07965087890625,216.47137858072918,219.01812210083008,220.5338269042969,220.7517552693685,-1.4187741122785,0.018927782203729933,-0.020032257905667095,0.019245207284487975,-0.03884448525892492,Financial Services,8
2023-03-09,227.5187530517578,231.80325711208724,224.80349134686847,225.67626268536202,8022010,219.8384246826172,216.5316146850586,216.67943013509114,218.86604766845704,220.48481018066406,220.899272664388,-1.394048812720041,0.015702976271286657,-0.008098191211414751,0.01883143258681086,-0.011934232534544731,Financial Services,8
2023-03-10,223.86021423339844,226.56667868076758,221.88547825020896,226.5578542474912,1446625,221.95598449707032,217.7543701171875,216.80814107259116,218.4658088684082,220.5211315917969,220.99007568359374,-1.419765604062878,-0.01608016380753942,0.012050555849465017,0.012089975240296091,-0.008821290509132607,Financial Services,8
2023-03-13,221.81495666503906,226.36391179916782,220.69534320779582,224.05417012764522,3683830,223.40707397460938,218.45258483886718,217.08965962727865,218.2846450805664,220.37302673339843,221.0899881998698,-1.4341422349363597,-0.009136315603749817,0.010094961567391314,0.020507882797994093,-0.005047511105997993,Financial Services,8
2023-03-14,218.45611572265625,221.80613144581127,215.63505480648132,220.58073247979092,3141790,223.13026123046876,219.0890869140625,217.1108174641927,218.13389511108397,219.98759826660157,221.06148376464844,-1.4577523743820775,-0.015142535890647674,0.009725599808027452,0.01533495966488796,-0.012913627557840646,Financial Services,8
2023-03-15,216.7899169921875,221.10966508808306,216.0582020339585,220.57189932128244,1987050,221.6879913330078,219.55103454589843,217.28243103027344,217.77553176879883,219.55209594726563,220.72618764241537,-1.4694645051573854,-0.007627155344023849,0.017445379294237284,0.01992596406617575,-0.003375225971673612,Financial Services,8
2023-03-16,220.4308624267578,222.30863728637505,216.640068781423,217.2219029553228,3988570,220.27041320800782,220.0544189453125,217.777880859375,217.57717590332032,219.14692077636718,220.449077351888,-1.4438713821429112,0.016794809855946953,-0.014557668722551265,0.00851865677493846,-0.01719720008170078,Financial Services,8
2023-03-17,219.69032287597656,223.5604689239218,218.0682145512892,221.54165122498407,4182610,219.43643493652343,220.6962097167969,218.31505839029947,217.46521453857423,218.65993408203124,220.34034881591796,-1.4490768212687697,-0.003359509383706684,0.008426990887771879,0.017616370158143324,-0.007383613003305145,Financial Services,8
2023-03-20,215.05320739746094,224.7858709297554,212.20570008363194,224.7858709297554,3402415,218.0840850830078,220.7455795288086,218.32975158691406,217.33826599121093,218.2445330810547,219.99153645833334,-1.4816722745670083,-0.02110750905097195,0.045257002441756455,0.045257002441756455,-0.013240943245111603,Financial Services,8
2023-03-21,222.24693298339844,227.21024630189498,214.77110439256896,217.46874443964973,5079360,218.84224853515624,220.9862548828125,219.00680745442708,217.5436752319336,218.27556579589844,219.796706644694,-1.4311057645322336,0.03345091046534391,-0.021499457741023797,0.022332426602563293,-0.03363748822301149,Financial Services,8
2023-03-22,219.71676635742188,223.00507822374158,218.9321586003066,222.50256982497604,1814750,219.42761840820313,220.55780487060548,219.50989583333333,217.81872787475587,218.1059490966797,219.5313496907552,-1.4488909433736672,-0.011384483880214279,0.012679066389600813,0.014966139912010457,-0.003570996288189132,Financial Services,8
