Date,Company,VADER Sentiment Score,FinBERT Sentiment Score,VADER Rolling Mean,VADER Volatility,FinBERT Rolling Mean,FinBERT Volatility
2023-01-10,,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-11,,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-12,,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-13,,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-16,,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-17,,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-18,,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-19,,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-20,,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-23,,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-24,,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-25,Jyothy Labs Ltd.,0.7202,0.8711508512496948,0.5557846153846153,0.1302991452143479,0.9372529708422148,0.025014196808245
2023-01-25,Jyothy Labs Ltd.,0.7202,0.8711508512496948,0.5675285714285714,0.1326754103272136,0.9325313908713204,0.0298275869653239
2023-01-27,,0.7202,0.8451166749000549,0.572617619047619,0.13323189124096615,0.9287497611272901,0.0354331710977733
2023-01-30,,0.7202,0.832099586725235,0.5751621428571427,0.13351013169784243,0.926858946255275,0.038235963163998
2023-01-31,,0.7202,0.825591042637825,0.5764344047619047,0.13364925192628058,0.9259135388192674,0.03963735919711035
2023-02-01,,0.7202,0.82233677059412,0.5770705357142856,0.13371881204049962,0.9254408351012637,0.040338057213666526
2023-02-02,,0.7202,0.8207096345722675,0.5773886011904761,0.13375359209760918,0.9252044832422619,0.04068840622194461
2023-02-03,,0.7202,0.8198960665613413,0.5775476339285713,0.13377098212616395,0.9250863073127609,0.040863580726083655
2023-02-06,,0.7202,0.8194892825558782,0.5776271502976189,0.1337796771404413,0.9250272193480105,0.04095116797815318
2023-02-07,,0.7202,0.8192858905531466,0.5776669084821427,0.13378402464758,0.9249976753656353,0.04099496160418794
2023-02-08,,0.7202,0.8191841945517808,0.5776867875744047,0.13378619840114936,0.9249829033744477,0.041016858417205315
2023-02-09,,0.7202,0.8191333465510979,0.5776967271205357,0.13378728527793404,0.9249755173788539,0.04102780682371401
2023-02-10,,0.7202,0.8191079225507565,0.5777016968936011,0.13378782871632638,0.924971824381057,0.04103328102696835
2023-02-13,,0.7202,0.8190952105505858,0.5777041817801338,0.13378810043552253,0.9249699778821585,0.041036018128595524
2023-02-14,,0.7202,0.8190888545505004,0.5777054242234002,0.1337882362951206,0.9249690546327092,0.04103738667940911
2023-02-15,,0.7202,0.8190856765504577,0.5777060454450333,0.13378830422491966,0.9249685930079845,0.0410380709548159
2023-02-16,,0.7202,0.8190840875504364,0.57770635605585,0.13378833818981917,0.9249683621956222,0.0410384130925193
2023-02-17,,0.7202,0.8190832930504257,0.5777065113612583,0.13378835517226895,0.9249682467894411,0.041038584161371
2023-02-20,,0.7202,0.8190828958004204,0.5777065890139624,0.13378836366349384,0.9249681890863506,0.04103866969579685
2023-02-21,,0.7202,0.8190826971754177,0.5777066278403145,0.13378836790910625,0.9249681602348052,0.041038712463009774
2023-02-22,,0.7202,0.8190825978629164,0.5777066472534905,0.13378837003191246,0.9249681458090326,0.041038733846616236
2023-02-23,,0.7202,0.8190825482066657,0.5777066569600786,0.1337883710933156,0.9249681385961463,0.041038744538419464
2023-02-24,,0.7202,0.8190825233785404,0.5777066618133726,0.13378837162401713,0.9249681349897032,0.04103874988432108
2023-02-27,,0.7202,0.8190825109644777,0.5777066642400196,0.13378837188936793,0.9249681331864816,0.04103875255727189
2023-02-28,,0.7202,0.8190825047574464,0.5777066654533431,0.1337883720220433,0.9249681322848708,0.041038753893747296
2023-03-01,,0.7202,0.8190825016539307,0.5777066660600049,0.133788372088381,0.9249681318340655,0.041038754561985
2023-03-02,,0.7202,0.8190825001021729,0.5777066663633357,0.13378837212154987,0.9249681316086626,0.04103875489610385
2023-03-03,,0.7202,0.819082499326294,0.5777066665150011,0.13378837213813427,0.9249681314959612,0.041038755063163276
2023-03-06,,0.7202,0.8190824989383545,0.5777066665908339,0.13378837214642647,0.9249681314396105,0.04103875514669299
2023-03-08,,0.7202,0.8190824987443848,0.5777066666287503,0.1337883721505726,0.9249681314114353,0.04103875518845784
2023-03-09,,0.7202,0.8190824986473999,0.5777066666477084,0.13378837215264566,0.9249681313973477,0.04103875520934027
2023-03-10,,0.7202,0.8190824985989075,0.5777066666571875,0.13378837215368217,0.9249681313903038,0.04103875521978148
2023-03-13,,0.7202,0.8190824985746612,0.577706666661927,0.13378837215420042,0.9249681313867819,0.04103875522500209
2023-03-14,,0.7202,0.8190824985625381,0.5777066666642968,0.13378837215445955,0.9249681313850209,0.0410387552276124
2023-03-15,,0.7202,0.8190824985564766,0.5777066666654818,0.1337883721545891,0.9249681313841405,0.04103875522891755
2023-03-16,,0.7202,0.8190824985534458,0.5777066666660742,0.1337883721546539,0.9249681313837002,0.04103875522957012
2023-03-17,,0.7202,0.8190824985519305,0.5777066666663704,0.1337883721546863,0.9249681313834801,0.04103875522989641
2023-03-20,,0.7202,0.8190824985511728,0.5777066666665185,0.13378837215470252,0.92496813138337,0.04103875523005955
2023-03-21,,0.7202,0.8190824985507938,0.5777066666665925,0.13378837215471062,0.9249681313833149,0.041038755230141125
2023-03-22,,0.7202,0.8190824985506044,0.5777066666666295,0.13378837215471467,0.9249681313832874,0.04103875523018191
2023-03-23,,0.7202,0.8190824985505097,0.577706666666648,0.13378837215471667,0.9249681313832736,0.041038755230202305
2023-03-24,,0.7202,0.8190824985504623,0.5777066666666573,0.13378837215471767,0.9249681313832667,0.0410387552302125
2023-03-27,,0.7202,0.8190824985504387,0.5777066666666619,0.13378837215471817,0.9249681313832634,0.0410387552302176
2023-03-28,,0.7202,0.8190824985504268,0.5777066666666643,0.13378837215471845,0.9249681313832616,0.041038755230220145
2023-03-29,,0.7202,0.8190824985504209,0.5777066666666655,0.13378837215471856,0.9249681313832607,0.04103875523022142
2023-03-31,,0.7202,0.8190824985504179,0.577706666666666,0.13378837215471862,0.9249681313832603,0.04103875523022206
2023-04-03,,0.7202,0.8190824985504165,0.5777066666666664,0.13378837215471867,0.9249681313832601,0.04103875523022238
2023-04-05,,0.7202,0.8190824985504157,0.5777066666666665,0.13378837215471867,0.9249681313832601,0.04103875523022254
2023-04-06,,0.7202,0.8190824985504154,0.5777066666666666,0.13378837215471867,0.9249681313832601,0.041038755230222615
2023-04-10,Jyothy Labs Ltd.,0.7202,0.819082498550415,0.5777066666666666,0.1337883721547187,0.92496813138326,0.0410387552302227
2023-04-10,Jyothy Labs Ltd.,0.7202,0.819082498550415,0.5866125,0.1340711073771427,0.9183502793312072,0.0476721748470615
2023-04-11,,0.6101,0.8769011795520782,0.5840650735294117,0.13278678641298045,0.9188317376024582,0.04700049454569915
2023-04-12,,0.55505,0.9058105200529099,0.5827913602941176,0.13214462593089932,0.9190724667380836,0.046664654395017977
2023-04-13,,0.527525,0.9202651903033257,0.5821545036764706,0.13182354568985877,0.9191928313058964,0.04649673431967739
2023-04-17,,0.5137625,0.9274925254285336,0.581836075367647,0.13166300556933846,0.9192530135898027,0.04641277428200709
2023-04-18,,0.50688125,0.9311061929911375,0.5816768612132353,0.13158273550907834,0.919283104731756,0.04637079426317194
2023-04-19,,0.503440625,0.9329130267724395,0.5815972541360294,0.13154260047894828,0.9192981503027327,0.04634980425375437
2023-04-20,,0.5017203125,0.9338164436630905,0.5815574505974264,0.13152253296388322,0.919305673088221,0.046339309249045585
2023-04-21,,0.50086015625,0.934268152108416,0.5815375488281249,0.13151249920635072,0.9193094344809651,0.04633406174669119
2023-04-24,,0.500430078125,0.9344940063310787,0.5815275979434742,0.13150748232758447,0.9193113151773371,0.046331437995513994
2023-04-25,,0.5002150390625,0.9346069334424101,0.5815226225011488,0.13150497388820132,0.9193122555255231,0.046330126119925395
2023-04-26,,0.50010751953125,0.9346633969980758,0.5815201347799861,0.13150371966850977,0.9193127256996161,0.0463294701821311
2023-04-27,,0.5000537597656249,0.9346916287759086,0.5815188909194048,0.131503092558664,0.9193129607866626,0.04632914221323395
2023-04-28,,0.5000268798828125,0.934705744664825,0.5815182689891141,0.13150277900374108,0.9193130783301859,0.04632897822878537
2023-05-02,,0.5000134399414062,0.9347128026092832,0.5815179580239688,0.13150262222627962,0.9193131371019476,0.046328896236561085
2023-05-03,,0.5000067199707031,0.9347163315815123,0.5815178025413961,0.1315025438375489,0.9193131664878285,0.04632885524044894
2023-05-04,,0.5000033599853515,0.9347180960676269,0.5815177248001098,0.13150250464318353,0.9193131811807689,0.04632883474239287
2023-05-05,,0.5000016799926758,0.9347189783106842,0.5815176859294666,0.13150248504600087,0.919313188527239,0.04632882449336483
2023-05-08,,0.5000008399963378,0.9347194194322128,0.581517666494145,0.13150247524740954,0.919313192200474,0.04632881936885082
2023-05-09,,0.5000004199981689,0.9347196399929771,0.5815176567764843,0.13150247034811385,0.9193131940370916,0.04632881680659381
2023-05-10,,0.5000002099990845,0.9347197502733593,0.5815176519176539,0.13150246789846604,0.9193131949554003,0.046328815525465306
2023-05-11,,0.5000001049995422,0.9347198054135504,0.5815176494882387,0.13150246667364213,0.9193131954145548,0.04632881488490105
2023-05-12,Jyothy Labs Ltd.,0.5,0.9347198605537416,0.5815176470588235,0.1315024654488182,0.9193131958737092,0.0463288142443368
2023-05-12,Jyothy Labs Ltd.,0.5,0.9347198605537416,0.5769888888888889,0.1290148937543937,0.9201691216892668,0.0450920123506382
2023-05-15,,0.62765,0.9416862428188324,0.5816812865497076,0.13044973718155917,0.9209186875680735,0.044699050944805405
2023-05-16,,0.6914750000000001,0.9451694339513779,0.584027485380117,0.13116715889514188,0.9212934705074769,0.044502570241889
2023-05-17,,0.7233875000000001,0.9469110295176506,0.5852005847953217,0.13152586975193326,0.9214808619771786,0.044404329890430805
2023-05-18,,0.7393437500000001,0.947781827300787,0.585787134502924,0.13170522518032893,0.9215745577120293,0.04435520971470171
2023-05-19,,0.7473218750000001,0.9482172261923552,0.5860804093567251,0.13179490289452678,0.9216214055794547,0.04433064962683715
2023-05-22,,0.7513109375000001,0.9484349256381392,0.5862270467836257,0.1318397417516257,0.9216448295131674,0.044318369582904873
2023-05-23,,0.75330546875,0.9485437753610313,0.586300365497076,0.13186216118017513,0.9216565414800237,0.044312229560938735
2023-05-24,,0.7543027343750001,0.9485982002224773,0.5863370248538011,0.13187337089444987,0.9216623974634519,0.044309159549955665
2023-05-25,,0.7548013671875,0.9486254126532003,0.5863553545321637,0.13187897575158725,0.9216653254551661,0.04430762454446413
2023-05-26,,0.75505068359375,0.9486390188685618,0.5863645193713449,0.13188177818015592,0.9216667894510231,0.04430685704171837
2023-05-29,,0.7551753417968751,0.9486458219762426,0.5863691017909356,0.13188317939444028,0.9216675214489516,0.04430647329034548
2023-05-30,,0.7552376708984376,0.948649223530083,0.5863713930007309,0.13188388000158244,0.9216678874479158,0.044306281414659046
2023-05-31,,0.7552688354492189,0.9486509243070032,0.5863725386056287,0.1318842303051535,0.9216680704473981,0.04430618547681582
2023-06-01,,0.7552844177246094,0.9486517746954632,0.5863731114080775,0.13188440545693905,0.9216681619471392,0.04430613750789421
2023-06-02,,0.7552922088623047,0.9486521998896933,0.5863733978093019,0.13188449303283184,0.9216682076970097,0.0443061135234334
2023-06-05,,0.7552961044311524,0.9486524124868083,0.586373541009914,0.13188453682077822,0.921668230571945,0.044306101531203
2023-06-06,,0.7552980522155762,0.9486525187853658,0.5863736126102201,0.1318845587147514,0.9216682420094127,0.0443060955350878
2023-06-07,,0.7552990261077881,0.9486525719346446,0.5863736484103732,0.131884569661738,0.9216682477281464,0.0443060925370302
2023-06-08,,0.7552995130538941,0.948652598509284,0.5863736663104497,0.1318845751352313,0.9216682505875133,0.0443060910380014
2023-06-09,,0.755299756526947,0.9486526117966037,0.586373675260488,0.13188457787197794,0.9216682520171968,0.044306090288487004
2023-06-12,,0.7552998782634736,0.9486526184402635,0.5863736797355071,0.13188457924035127,0.9216682527320386,0.04430608991372981
2023-06-13,,0.7552999391317368,0.9486526217620934,0.5863736819730168,0.13188457992453795,0.9216682530894593,0.04430608972635121
2023-06-14,,0.7552999695658684,0.9486526234230084,0.5863736830917715,0.13188458026663127,0.9216682532681697,0.0443060896326619
2023-06-15,,0.7552999847829343,0.9486526242534659,0.5863736836511488,0.13188458043767792,0.9216682533575249,0.04430608958581725
2023-06-16,,0.7552999923914672,0.9486526246686946,0.5863736839308376,0.13188458052320126,0.9216682534022025,0.04430608956239493
2023-06-19,,0.7552999961957336,0.948652624876309,0.5863736840706819,0.13188458056596292,0.9216682534245413,0.04430608955068377
2023-06-20,,0.7552999980978669,0.9486526249801162,0.5863736841406041,0.13188458058734376,0.9216682534357108,0.04430608954482819
2023-06-21,,0.7552999990489335,0.9486526250320197,0.5863736841755651,0.13188458059803418,0.9216682534412954,0.04430608954190039
2023-06-22,,0.7552999995244668,0.9486526250579714,0.5863736841930457,0.13188458060337938,0.9216682534440879,0.044306089540436494
2023-06-23,,0.7552999997622334,0.9486526250709473,0.5863736842017859,0.131884580606052,0.9216682534454841,0.04430608953970455
2023-06-26,,0.7552999998811167,0.9486526250774352,0.5863736842061561,0.13188458060738828,0.9216682534461822,0.04430608953933858
2023-06-27,,0.7552999999405584,0.9486526250806793,0.5863736842083411,0.13188458060805644,0.9216682534465312,0.04430608953915559
2023-06-28,,0.7552999999702792,0.9486526250823013,0.5863736842094337,0.13188458060839053,0.9216682534467058,0.04430608953906409
2023-06-30,,0.7552999999851396,0.9486526250831122,0.58637368420998,0.13188458060855757,0.921668253446793,0.04430608953901835
2023-07-03,,0.7552999999925698,0.9486526250835177,0.5863736842102532,0.13188458060864108,0.9216682534468366,0.04430608953899548
2023-07-04,,0.7552999999962849,0.9486526250837204,0.5863736842103897,0.13188458060868286,0.9216682534468583,0.044306089538984045
2023-07-05,,0.7552999999981425,0.9486526250838219,0.586373684210458,0.13188458060870373,0.9216682534468692,0.04430608953897833
2023-07-06,,0.7552999999990713,0.9486526250838725,0.5863736842104921,0.13188458060871416,0.9216682534468748,0.04430608953897547
2023-07-07,,0.7552999999995357,0.9486526250838978,0.5863736842105092,0.13188458060871938,0.9216682534468774,0.04430608953897404
2023-07-10,,0.7552999999997678,0.9486526250839105,0.5863736842105177,0.131884580608722,0.9216682534468787,0.04430608953897332
2023-07-11,,0.755299999999884,0.9486526250839169,0.586373684210522,0.1318845806087233,0.9216682534468794,0.044306089538972956
2023-07-12,,0.755299999999942,0.94865262508392,0.5863736842105242,0.13188458060872393,0.9216682534468799,0.044306089538972776
2023-07-13,,0.755299999999971,0.9486526250839216,0.5863736842105252,0.13188458060872427,0.9216682534468801,0.04430608953897269
2023-07-14,,0.7552999999999855,0.9486526250839225,0.5863736842105257,0.13188458060872443,0.9216682534468801,0.04430608953897265
2023-07-17,,0.7552999999999928,0.9486526250839229,0.586373684210526,0.13188458060872452,0.9216682534468801,0.04430608953897262
2023-07-18,,0.7552999999999964,0.9486526250839231,0.5863736842105262,0.13188458060872454,0.9216682534468801,0.04430608953897261
2023-07-19,,0.7552999999999983,0.9486526250839231,0.5863736842105263,0.13188458060872457,0.9216682534468801,0.04430608953897261
2023-07-20,,0.7552999999999992,0.9486526250839231,0.5863736842105263,0.1318845806087246,0.9216682534468801,0.04430608953897261
2023-07-21,,0.7552999999999996,0.9486526250839231,0.5863736842105263,0.1318845806087246,0.9216682534468801,0.04430608953897261
2023-07-24,,0.7552999999999999,0.9486526250839231,0.5863736842105263,0.1318845806087246,0.9216682534468801,0.04430608953897261
2023-07-25,Jyothy Labs Ltd.,0.7553000000000001,0.9486526250839232,0.5863736842105263,0.1318845806087246,0.9216682534468802,0.0443060895389726
2023-07-25,Jyothy Labs Ltd.,0.7553000000000001,0.9486526250839232,0.59482,0.1338091850360056,0.9230174720287324,0.0435444604980461
2023-07-26,Jyothy Labs Ltd.,0.648,0.81777024269104,0.597352380952381,0.130936339948265,0.918005699203128,0.048257530417826
2023-07-27,,0.755725,0.7995370030403137,0.6084797619047619,0.1402078989029769,0.9131288954189847,0.0513154456867069
2023-07-28,,0.8095875,0.7904203832149506,0.6140434523809524,0.14484367838033285,0.9106904935269129,0.05284440332114735
2023-07-31,,0.83651875,0.785862073302269,0.6168252976190476,0.14716156811901082,0.909471292580877,0.05360888213836758
2023-08-01,,0.849984375,0.7835829183459282,0.6182162202380952,0.1483205129883498,0.9088616921078592,0.05399112154697769
2023-08-02,,0.8567171875,0.7824433408677578,0.618911681547619,0.1488999854230193,0.9085568918713502,0.054182241251282744
