Price,Close,High,Low,Open,Volume,MA_5,MA_10,MA_15,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,VADER Sentiment Score
Ticker,ICICIGI.NS,ICICIGI.NS,ICICIGI.NS,ICICIGI.NS,ICICIGI.NS,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,
2023-01-10,1223.53173828125,1247.8704068308991,1220.4279244440768,1241.7610513587294,474112,,,,,,,-0.9311847633707636,,0.0148989294736947,0.0198921432016456,-0.002536766101003,Financial Services,8.0,0.60115
2023-01-11,1223.7779541015625,1229.6901631383928,1218.161403630254,1219.4916266067007,534699,,,,,,,-0.930445766908214,0.0002012337012674,-0.0035025369434837,0.0048311125535602,-0.0045895176101876,Financial Services,8.0,0.4075999999999999
2023-01-12,1220.3292236328125,1229.8380510102188,1210.6233707251392,1222.8419607068518,372536,,,,,,,-0.940796846759453,-0.0028181014841715,0.0020590649026326,0.00779201808271,-0.0079534708500873,Financial Services,8.0,0.3108249999999999
2023-01-13,1236.784912109375,1239.1990160697317,1219.1467973891552,1222.8419281147235,426159,,,,,,,-0.8914064560137972,0.0134846303422738,-0.0112735721936252,0.0019519189931249,-0.0142612628497686,Financial Services,8.0,0.2624375
2023-01-16,1231.217529296875,1253.3883131377552,1226.8326890509145,1239.5438422256586,682555,1227.128271484375,,,,,,-0.908116496005844,-0.0045014963863075,0.0067626660039015,0.0180072028811524,-0.0035613854916967,Financial Services,8.0,0.2382437499999999
2023-01-17,1231.0206298828125,1237.3762071212532,1212.939025870712,1237.3268905939858,675386,1228.6260498046877,,,,,,-0.9087074733455032,-0.0001599225233374,0.0051227904375361,0.0051628519329085,-0.0146883030009187,Financial Services,8.0,0.2261468749999999
2023-01-18,1182.58984375,1215.9445381838555,1157.3151216344718,1215.9445381838555,3977121,1220.388427734375,,,,,,-1.0540684805513574,-0.0393419776705309,0.0282047868161015,0.0282047868161015,-0.0213723483666846,Financial Services,8.0,0.2200984374999999
2023-01-19,1152.486572265625,1180.1261971806427,1145.7368244476281,1176.5788958726048,1400021,1206.8198974609377,,,,,,-1.1444209652531352,-0.0254553779938759,0.0209046458212678,0.0239826003878571,-0.0058566823947699,Financial Services,8.0,0.21707421875
2023-01-20,1136.622314453125,1155.7876794440022,1133.1735254625867,1152.4867197527583,3037703,1186.7873779296874,,,,,,-1.1920362256760084,-0.0137652430789827,0.0139574994243063,0.0168616828538143,-0.0030342436064152,Financial Services,8.0,0.2155621093749999
2023-01-23,1143.027099609375,1145.6875456068537,1125.8324728194495,1136.6222063788052,832729,1169.1492919921875,1198.1387817382813,,,,,-1.1728127916665647,0.0056349282209293,-0.005603448275862,0.0023275441136854,-0.0150430613550647,Financial Services,8.0,0.2148060546874999
2023-01-24,1126.8670654296875,1147.9539692653077,1119.673949638291,1147.9539692653077,427495,1148.3185791015626,1188.472314453125,,,,,-1.2213158004428128,-0.0141379274255265,0.0187128584040918,0.0187128584040918,-0.0063832869129542,Financial Services,8.0,0.21442802734375
2023-01-25,1120.3143310546875,1125.9310019861582,1107.9972285087492,1125.3398051207942,214543,1135.8634765625,1178.1259521484376,,,,,-1.240983291820928,-0.0058150021205042,0.0044857714721684,0.0050134777140475,-0.0109943273994742,Financial Services,8.0,0.2142390136718749
2023-01-27,1115.14111328125,1129.0840969861756,1099.67088107868,1129.0840969861756,500248,1128.394384765625,1167.6071411132812,,,,,-1.256510277981754,-0.0046176484849277,0.0125033357113872,0.0125033357113872,-0.0138728919760204,Financial Services,8.0,0.2141445068359375
