Price,Close,High,Low,Open,Volume,MA_5,MA_10,MA_15,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,VADER Sentiment Score
Ticker,ANGELONE.NS,ANGELONE.NS,ANGELONE.NS,ANGELONE.NS,ANGELONE.NS,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,
2023-01-10,1229.2117919921875,1244.6337906993924,1222.2670926024011,1236.9706741313523,201747,,,,,,,-1.3789343954513071,,0.0063120791630137,0.0125462502130819,-0.0056497175141242,Financial Services,8.0,0.8404
2023-01-11,1228.9722900390625,1244.202757237681,1226.1943869639888,1230.9838347038137,182110,,,,,,,-1.3792590066704609,-0.0001948418935493,0.0016367697474182,0.0123928483352007,-0.0022603463866426,Financial Services,8.0,0.8404
2023-01-12,1228.73291015625,1251.9617334431641,1222.3150964736753,1236.2044959648197,278181,,,,,,,-1.379583452440471,-0.0001947805371632,0.0060807240913076,0.0189046969401676,-0.0052231153162151,Financial Services,8.0,0.8404
2023-01-13,1250.1416015625,1254.8352836430174,1222.267039640069,1235.6774930530478,296204,,,,,,,-1.3505669816886008,0.0174233889475033,-0.0115699761462014,0.0037545203476558,-0.0222971236919015,Financial Services,8.0,0.8404
2023-01-16,1260.582763671875,1273.9932186045544,1251.9617569294383,1263.4564325860206,454919,1239.528271484375,,,,,,-1.3364154546656193,0.0083519835643618,0.0022796352583587,0.0106382978723402,-0.0068389057750759,Financial Services,8.0,0.8404
2023-01-17,1238.45556640625,1273.897483872218,1230.9361559514753,1269.2038011461523,687270,1241.3770263671877,,,,,,-1.3664057590749508,-0.0175531491491855,0.0248278869052422,0.0286178353324482,-0.006071602937354,Financial Services,8.0,0.8404
2023-01-18,1212.209228515625,1244.5859421574519,1201.432971051539,1240.4669703103393,398469,1238.0244140625,,,,,,-1.401978979375781,-0.0211927973861723,0.0233109442907941,0.026708849330798,-0.0088897668905572,Financial Services,8.0,0.8404
2023-01-19,1221.4530029296875,1226.5297478849425,1212.2093444791317,1212.2093444791317,382075,1236.5684326171877,,,,,,-1.3894503429994247,0.0076255601727943,-0.0075677561301046,0.0041563162422773,-0.0075677561301046,Financial Services,8.0,0.8404
2023-01-20,1240.9940185546875,1250.4770328187697,1221.7403424915094,1226.0987872964342,359867,1234.738916015625,,,,,,-1.362965244140037,0.0159981723227421,-0.0120026616047681,0.0076414665359358,-0.0155147210827024,Financial Services,8.0,0.8404
2023-01-23,1242.6224365234375,1255.7934201443256,1237.7850466761706,1251.2913852422355,212286,1231.1468505859375,1235.3375610351563,,,,,-1.3607581525684216,0.0013121884105827,0.0069763336505106,0.0105993447677779,-0.0038928878998842,Financial Services,8.0,0.8404
2023-01-24,1228.5810546875,1256.3256984700977,1225.589481874749,1245.8068360495834,116098,1229.1719482421877,1235.2744873046877,,,,,-1.3797892711747357,-0.0112997974471006,0.0140208749730923,0.0225826726504867,-0.0024349820480602,Financial Services,8.0,0.8404
2023-01-25,1207.8812255859375,1231.8139266943733,1200.1126779449194,1230.3663800135612,148361,1228.30634765625,1233.165380859375,,,,,-1.4078449787514655,-0.0168485660938566,0.0186153687559107,0.0198137868206587,-0.0064315492918185,Financial Services,8.0,0.8404
2023-01-27,1140.4739990234375,1203.924804859964,1123.9236892258957,1191.813615332477,448833,1212.110546875,1224.3394897460937,,,,,-1.4992059956814625,-0.0558061712812872,0.0450160339937608,0.055635469016267,-0.0145117817782022,Financial Services,8.0,0.8404
2023-01-30,1154.6114501953125,1175.9387324433897,1127.2528411768408,1140.4738383597573,335447,1194.834033203125,1214.786474609375,,,,,-1.4800446685993716,0.0123961187926954,-0.0122444756919426,0.0184713933371001,-0.0236950785598426,Financial Services,8.0,0.8404
2023-01-31,1184.6722412109375,1201.4638071360619,1155.6731252216996,1166.0472103033965,431900,1183.243994140625,1207.1954223632813,1217.973038736979,,,,-1.4393014934687176,0.0260354173783223,-0.0157216741134266,0.0141740182144898,-0.0244785983670857,Financial Services,8.0,0.8404
2023-02-01,1162.0423583984375,1222.549768317468,1145.4920495393687,1201.4638598791187,328247,1169.9362548828126,1199.5541015625,1213.4950764973958,,,,-1.4699731174501562,-0.0191022310013513,0.0339243240108846,0.0520698832376675,-0.0142424316458471,Financial Services,8.0,0.8404
2023-02-02,1170.5828857421875,1196.638729035707,1159.967542178161,1164.7926983436278,139878,1162.4765869140624,1195.3914672851563,1209.602449544271,,,,-1.4583976335883484,0.0073495835001409,-0.0049464138499586,0.0222588623248145,-0.0090684253915911,Financial Services,8.0,0.8404
2023-02-03,1170.9686279296875,1196.4454696500202,1160.6910243161763,1176.4692574572166,192530,1168.5755126953125,1190.3430297851562,1205.7514973958334,,,,-1.457874814295522,0.0003295300078263,0.0046975037557193,0.0217570659987507,-0.0087770102190375,Financial Services,8.0,0.8404
2023-02-06,1157.1207275390625,1170.293309406078,1153.212303990647,1168.6045047768027,107954,1169.0773681640626,1181.9557006835937,1199.5501057942708,,,,-1.4766436960097065,-0.0118260216886498,0.0099244417323365,0.0113839304348393,-0.0033777145767045,Financial Services,8.0,0.8404
2023-02-07,1127.0115966796875,1165.6128423958332,1124.2612814827428,1162.9108258766948,219615,1157.5452392578125,1170.394616699219,1190.645361328125,1202.8660888671875,,,-1.5174523890011071,-0.0260207341747394,0.0318534692125358,0.0342509747280947,-0.0024403610442408,Financial Services,8.0,0.8404
2023-02-08,1119.33984375,1141.2460074391463,1116.5412293813627,1127.011795569332,290645,1149.004736328125,1159.4704956054688,1182.7043131510416,1197.372491455078,,,-1.5278503713100522,-0.0068071641430216,0.0068539969001992,0.0195706101336985,-0.0025002365316162,Financial Services,8.0,0.8404
2023-02-09,1085.2257080078125,1134.8765081172874,1080.8347696355117,1133.91147707297,434915,1131.93330078125,1147.2049438476563,1174.2387451171876,1190.1851623535156,,,-1.574087285243967,-0.0304770136904076,0.0448623440321291,0.0457515885802415,-0.0040461061140556,Financial Services,8.0,0.8404
2023-02-10,1096.9508056640625,1119.4360774437205,1085.65998890016,1089.6648915306546,396062,1117.129736328125,1142.852624511719,1165.9385986328125,1183.5960571289063,,,-1.558195564131761,0.0108042940466036,-0.0066419698092087,0.0204979764484936,-0.010292910771935,Financial Services,8.0,0.8404
2023-02-13,1095.1656494140625,1106.7943226609477,1085.12930123027,1102.4516821988736,122979,1104.738720703125,1136.9080444335937,1156.216707356771,1175.8472595214844,,,-1.5606150924033733,-0.0016273804082939,0.0066529047808514,0.0106181866214547,-0.0091642284335362,Financial Services,8.0,0.8404
2023-02-14,1080.20751953125,1103.9955592949182,1071.1845024627264,1100.23191450972,150983,1095.3779052734376,1126.461572265625,1145.3890462239583,1166.8284973144532,1181.3684521484374,,-1.580888734075867,-0.0136583263826941,0.0185375445147422,0.0220217313188033,-0.0083530404161962,Financial Services,8.0,0.8404
2023-02-15,1087.01123046875,1092.7531193220757,1070.8951378103257,1080.835006869164,119793,1088.9121826171877,1118.9584594726562,1135.9510579427083,1159.256280517578,1175.6804296875,,-1.571667260624925,0.0062985221029126,-0.005681839733084,0.0052822718775864,-0.0148260590200844,Financial Services,8.0,0.8404
2023-02-16,1092.7047119140625,1099.8458474877013,1088.651510797563,1092.4634541500438,106658,1090.4079833984374,1111.1706420898438,1128.2726236979167,1153.2810546875,1170.2297265625,,-1.5639505471322916,0.0052377393036291,-0.0002207895338861,0.0065352839571175,-0.0037093288537206,Financial Services,8.0,0.8404
2023-02-17,1072.3909912109375,1080.8350147637796,1057.9638209470345,1067.3245770792323,354192,1085.4960205078123,1101.3128784179687,1123.7337565104167,1145.8279541015625,1163.9760498046876,,-1.5914829390687653,-0.0185903112539361,-0.0047244094488189,0.0078740157480314,-0.0134532743953881,Financial Services,8.0,0.8404
