Close,High,Low,Open,MA_5,MA_15,MA_10,MA_20,MA_25,MA_30,Return_Ratio,Percentage_Change_Open,Percentage_Change_High,Percentage_Change_Low,Sector_Encoded,VADER Sentiment Score,label_5d,label_10d,label_20d
41.95000076293945,42.59999847412109,41.400001525878906,42.59999847412109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154945816295641,0.0154945816295641,-0.0131108278202092,6.0,0.5,,,
41.70000076293945,42.29999923706055,41.09999847412109,42.20000076293945,0.0,0.0,0.0,0.0,0.0,0.0,-0.0059594754577659,0.0119904074544854,0.0143884523535628,-0.014388543833112,6.0,0.5,,,
41.70000076293945,42.0,41.20000076293945,41.84999847412109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035970673486163,0.0071942261767814,-0.0119904074544855,6.0,0.5,,,
42.54999923706055,42.84999847412109,41.5,41.95000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0203836560808057,-0.0141010219713119,0.007050510985656,-0.0246768332758513,6.0,0.5,,,
48.900001525878906,50.45000076293945,44.5,44.5,43.36000061035156,0.0,0.0,0.0,0.0,0.0,0.1492362491815883,-0.0899795784985882,0.0316973249221732,-0.0899795784985882,6.0,0.5,,,
47.5,49.59999847412109,46.59999847412109,49.0,44.47000045776368,0.0,0.0,0.0,0.0,0.0,-0.0286298871614144,0.0315789473684211,0.0442104941920229,-0.018947400544819,6.0,0.5,0.0,,
46.29999923706055,47.75,46.0,47.29999923706055,45.39000015258789,0.0,0.0,0.0,0.0,0.0,-0.02526317395662,0.021598272494129,0.0313175115946613,-0.0064794652700644,6.0,0.556575,0.0,,
47.900001525878906,48.75,45.59999847412109,45.95000076293945,46.63000030517578,0.0,0.0,0.0,0.0,0.0,0.034557285425129,-0.0407098267394819,0.0177452702931932,-0.0480167636427985,6.0,0.5848625000000001,1.0,,
46.84999847412109,48.09999847412109,46.5,47.79999923706055,47.49000015258789,0.0,0.0,0.0,0.0,0.0,-0.0219207310711781,0.0202774982685263,0.0266808973471039,-0.0074706186877343,6.0,0.59900625,0.0,,
45.84999847412109,47.20000076293945,45.150001525878906,47.09999847412109,46.87999954223633,45.12000007629395,0.0,0.0,0.0,0.0,-0.0213447178776831,0.0272628144296565,0.0294438895037332,-0.0152671095210021,6.0,0.606078125,0.0,,
44.75,46.79999923706055,44.45000076293945,45.900001525878906,46.32999954223633,45.4,0.0,0.0,0.0,0.0,-0.023991243418295,0.025698358120199,0.0458100388169955,-0.0067038935655988,6.0,0.6096140624999999,0.0,0.0,
43.59999847412109,44.70000076293945,43.34999847412109,44.70000076293945,45.78999938964844,45.589999771118165,0.0,0.0,0.0,0.0,-0.025698358120199,0.0252294111769584,0.0252294111769584,-0.0057339451548006,6.0,0.61138203125,0.0,0.0,
42.29999923706055,44.25,41.70000076293945,43.70000076293945,44.66999893188476,45.64999961853027,0.0,0.0,0.0,0.0,-0.0298164973063511,0.0330969633836852,0.0460993096480009,-0.0141843613461679,6.0,0.6122660156249999,0.0,0.0,
43.0,43.79999923706055,42.04999923706055,42.29999923706055,43.89999923706055,45.69499969482422,0.0,0.0,0.0,0.0,0.0165484816918426,-0.0162790875102198,0.0186046334200127,-0.0220930409985918,6.0,0.6127080078125,1.0,1.0,
43.900001525878906,44.5,43.0,43.900001525878906,43.50999984741211,45.19499969482422,44.583333333333336,0.0,0.0,0.0,0.0209302680436954,0.0,0.0136673907349957,-0.0205011729976446,6.0,0.61292900390625,1.0,1.0,
42.95000076293945,45.75,42.20000076293945,44.25,43.15,44.73999977111816,44.65,0.0,0.0,0.0,-0.0216401077430357,0.0302677349003048,0.0651920648969255,-0.0174621649983102,6.0,0.613039501953125,0.0,0.0,
43.04999923706055,44.900001525878906,42.5,42.900001525878906,43.04000015258789,44.41499977111816,44.73999989827474,0.0,0.0,0.0,0.0023282531395757,-0.0034842674527276,0.042973340803819,-0.0127758245483792,6.0,0.6130947509765625,1.0,1.0,
42.70000076293945,43.650001525878906,41.95000076293945,43.400001525878906,43.12000045776367,43.89499969482422,44.80666656494141,0.0,0.0,0.0,-0.0081300460005534,0.0163934601974762,0.0222482610296341,-0.0175644024964736,6.0,0.6131223754882813,0.0,0.0,
42.59999847412109,43.34999847412109,42.5,42.650001525878906,43.04000015258789,43.46999969482422,44.80999984741211,0.0,0.0,0.0,-0.0023419739351656,0.0011737805997384,0.0176056344334287,-0.0023473821057021,6.0,0.6131361877441406,0.0,0.0,
